Magnetic field grid: from Bext12 in jgg-maps.root
grid size, grid min, grid spacing, nominal field value:
51 23 101
-25 -11 -40
50.8 50.8 50.8
0.75000
Bx, By, Bz in T for all points, ordered in x, then y, then z:
-0.0091 0.0033 -0.00794 
-0.01034 0.0033 -0.00864 
-0.01159 0.0033 -0.00933 
-0.0134 0.00317 -0.01013 
-0.01529 0.00303 -0.01094 
-0.01752 0.00282 -0.01172 
-0.02027 0.0025 -0.01243 
-0.0231 0.00212 -0.01344 
-0.02671 0.00159 -0.01411 
-0.03093 0.00091 -0.01447 
-0.03589 8e-05 -0.01446 
-0.0417 -0.00092 -0.01391 
-0.04858 -0.00211 -0.01252 
-0.0569 -0.00357 -0.00962 
-0.06696 -0.00538 -0.00449 
-0.07917 -0.00778 0.0041 
-0.0942 -0.01143 0.01806 
-0.12133 -0.02045 0.03944 
-0.16409 -0.03721 0.04684 
-0.19714 -0.05138 0.01251 
-0.2094 -0.05471 -0.00871 
-0.22704 -0.05732 -0.01461 
-0.24785 -0.06134 -0.01534 
-0.26902 -0.06358 -0.01448 
-0.28937 -0.0672 -0.0136 
-0.30773 -0.06999 -0.01185 
-0.32245 -0.07299 -0.01002 
-0.33429 -0.0754 -0.00793 
-0.34442 -0.07868 -0.00639 
-0.35249 -0.07906 -0.00456 
-0.35773 -0.082 -0.00398 
-0.36344 -0.0827 -0.00375 
-0.36955 -0.08462 -0.00284 
-0.37181 -0.08566 -0.00382 
-0.3773 -0.08893 -0.00553 
-0.38426 -0.09255 -0.01167 
-0.38553 -0.10704 -0.04025 
-0.33794 -0.14173 -0.06054 
-0.30014 -0.17395 -0.03666 
-0.29401 -0.19059 -0.01698 
-0.2915 -0.19468 0.00236 
-0.29401 -0.19059 0.01698 
-0.30014 -0.17395 0.03666 
-0.33794 -0.14173 0.06054 
-0.38553 -0.10704 0.04025 
-0.38426 -0.09255 0.01167 
-0.3773 -0.08893 0.00553 
-0.37181 -0.08566 0.00382 
-0.36955 -0.08462 0.00284 
-0.36344 -0.0827 0.00375 
-0.35773 -0.082 0.00398 
-0.35249 -0.07906 0.00456 
-0.34442 -0.07868 0.00639 
-0.33429 -0.0754 0.00793 
-0.32245 -0.07299 0.01002 
-0.30773 -0.06999 0.01185 
-0.28937 -0.0672 0.0136 
-0.26902 -0.06358 0.01448 
-0.24785 -0.06134 0.01534 
-0.22704 -0.05732 0.01461 
-0.2094 -0.05471 0.00871 
-0.19714 -0.05138 -0.01251 
-0.16409 -0.03721 -0.04684 
-0.12133 -0.02045 -0.03944 
-0.0942 -0.01143 -0.01806 
-0.07917 -0.00778 -0.0041 
-0.06696 -0.00538 0.00449 
-0.0569 -0.00357 0.00962 
-0.04858 -0.00211 0.01252 
-0.0417 -0.00092 0.01391 
-0.03589 8e-05 0.01446 
-0.03093 0.00091 0.01447 
-0.02671 0.00159 0.01411 
-0.0231 0.00212 0.01344 
-0.02027 0.0025 0.01243 
-0.01752 0.00282 0.01172 
-0.01529 0.00303 0.01094 
-0.0134 0.00317 0.01013 
-0.01159 0.0033 0.00933 
-0.01034 0.0033 0.00864 
-0.0091 0.0033 0.00794 
-0.00785 0.0033 0.00725 
-0.00706 0.00322 0.00671 
-0.00631 0.00313 0.00618 
-0.00556 0.00304 0.00566 
-0.00481 0.00295 0.00513 
-0.00433 0.00284 0.00475 
-0.00393 0.00273 0.0044 
-0.00353 0.00261 0.00406 
-0.00312 0.00249 0.00371 
-0.00272 0.00237 0.00337 
-0.00241 0.00226 0.00308 
-0.00222 0.00216 0.00289 
-0.00203 0.00206 0.00269 
-0.00184 0.00195 0.00249 
-0.00165 0.00185 0.0023 
-0.00146 0.00175 0.0021 
-0.00127 0.00165 0.00191 
-0.00113 0.00156 0.00176 
-0.00106 0.00149 0.00166 
-0.00098 0.00142 0.00156 
-0.00883 0.0045 -0.00786 
-0.01006 0.00467 -0.00858 
-0.0113 0.00483 -0.00931 
-0.0131 0.00493 -0.01015 
-0.01499 0.00502 -0.01101 
-0.01722 0.00508 -0.01185 
-0.01998 0.00508 -0.01265 
-0.02283 0.00505 -0.01371 
-0.02647 0.00494 -0.01449 
-0.03072 0.00475 -0.01496 
-0.03572 0.00448 -0.01508 
-0.04159 0.00411 -0.01467 
-0.04851 0.00363 -0.01346 
-0.05688 0.00298 -0.01081 
-0.067 0.00208 -0.0061 
-0.07935 0.00074 0.00167 
-0.09483 -0.00137 0.01382 
-0.1247 -0.00489 0.03238 
-0.17512 -0.00848 0.03914 
-0.21683 -0.01105 0.00873 
-0.23069 -0.01175 -0.00976 
-0.24788 -0.01128 -0.01465 
-0.26784 -0.0108 -0.01595 
-0.28839 -0.00989 -0.01556 
-0.30812 -0.00945 -0.01447 
-0.3253 -0.00903 -0.01273 
-0.3411 -0.00917 -0.01101 
-0.35347 -0.0094 -0.00927 
-0.36402 -0.00999 -0.0078 
-0.37348 -0.01015 -0.00597 
-0.38001 -0.01094 -0.00533 
-0.38687 -0.01132 -0.00478 
-0.39214 -0.01205 -0.00437 
-0.3978 -0.01281 -0.00513 
-0.40462 -0.01438 -0.00767 
-0.41339 -0.01679 -0.01754 
-0.41535 -0.02436 -0.0591 
-0.3509 -0.04232 -0.08928 
-0.29558 -0.06059 -0.05613 
-0.2836 -0.07117 -0.0251 
-0.28018 -0.07434 0.00385 
-0.2836 -0.07117 0.0251 
-0.29558 -0.06059 0.05613 
-0.3509 -0.04232 0.08928 
-0.41535 -0.02436 0.0591 
-0.41339 -0.01679 0.01754 
-0.40462 -0.01438 0.00767 
-0.3978 -0.01281 0.00513 
-0.39214 -0.01205 0.00437 
-0.38687 -0.01132 0.00478 
-0.38001 -0.01094 0.00533 
-0.37348 -0.01015 0.00597 
-0.36402 -0.00999 0.0078 
-0.35347 -0.0094 0.00927 
-0.3411 -0.00917 0.01101 
-0.3253 -0.00903 0.01273 
-0.30812 -0.00945 0.01447 
-0.28839 -0.00989 0.01556 
-0.26784 -0.0108 0.01595 
-0.24788 -0.01128 0.01465 
